id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
65LBN8QUGFHG,Tablet Computers,Restored Apple iPad Pro 9.7-inch Wi-Fi 32GB (Refurbished),Apple,4,,"iPad Pro has the power of a PC. And the power to go beyond it. Powered by the A9X chip with 64-bit desktop-class architecture and featuring the brightest, most advanced Multi-Touch Retina display, iPad Pro is the best computer for the world we live in today. And the the 9.7-inch iPad is only 6.1 mm thin and weighs less than a pound. Add the pixel-perfect Apple Pencil and the incredibly thin Smart Keyboard, and iPad Pro becomes more capable, versatile, and portable than anything thats come before.*",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Pro-9-7-inch-Wi-Fi-32GB-Refurbished_781ac9d1-0b3d-4daf-b07f-630d352aaee0.ca6a6856be946fc890b03d04634f6a3a.jpeg,134,USD
5HQUMYJ0P8AW,Tablet Computers,Restored Apple iPad Air 2 Wi-Fi 16GB (Refurbished),Apple,3.9,,"At just 6.1mm, the Apple iPad Air 2 is robust and capable of supporting many needs. It has a re-engineered 9.7"" Retina display that makes watching video and navigating apps a breeze. This Apple iPad Air Tablet also features an innovative and revolutionary Touch ID fingerprint sensor. Inside, a powerful A8X chip with 64-bit architecture offers you plenty of power. A new iSight camera and an improved FaceTime HD camera make it quick and easy to chat with friends and hold meetings. Available with an elegant gold finish, the iPad Air 2 also comes with iOS 8, iCloud, and up to 10 hours of battery life. Several productivity and creativity apps help to ensure that you can jump into your most creative ideas as soon as you dream them up. Easy access to the App Store comes built right in, so you can find the software you need for gaming, entertainment, productivity and social connections right away.<br>",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Air-2-Wi-Fi-16GB-Refurbished_af83e651-843e-4932-9bc6-db471985648f.e5cc6e7f662fde001aa1e56b59ea27f0.jpeg,118.68,USD
4IJKLTELDX3O,Tablet Computers,Apple iPad 6th Gen A1893 (WiFi) 128GB Space Gray (Used - Grade A),Apple,4.4,,"This item is in very good condition, and shows only minimal wear (such as light scratches). It is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition. This product has been determined fully functional by our industry leading 30+ point functionality inspection. UL approved power adapter and charging cable are included. This product will not come in its original packaging; Headphones, SIM card and manual will not be included.",https://i5.walmartimages.com/seo/Apple-iPad-6th-Gen-A1893-WiFi-128GB-Space-Gray-Used-Grade-A_046f156b-bc36-4410-b87f-0d5ab8665563.558b18ac1c623e5fa8b0a8b62920aa83.jpeg,175,USD
2SJRWUE3BP1S,Tablet Computers,Restored Apple iPad Pro 12.9inch (3rd Generation) 64GB Wi-Fi + Cellular Space Gray (Refurbished),Apple,,,"The 12.9"" iPad Pro from Apple, updated from the same one you know and love, ditches the Home button for a display that's more screen and less bezel. Built with the same Liquid Retina technology found on iPhones, the iPad Pro's 12.9"" display features a 2732 x 2048 resolution, ProMotion technology, wide color and True Tone support, as well as a 600 cd/m2 brightness rating. Performance-wise, Apple has replaced the A10X processor with the A12X Bionic chip. This multi-core processor handles all the computational and graphical processing needed for complicated tasks. In addition, it's paired with a Neural Engine chip for advanced machine learning. With the removal of the Home button which also functioned as the fingerprint sensor, the iPad Pro has opted for Face ID via its front-facing 7MP TrueDepth camera.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Pro-12-9inch-3rd-Generation-64GB-Wi-Fi-Cellular-Space-Gray-Refurbished_d54976d7-0a52-4ec9-8809-20cbff661b06.88bef6610f8d2b65265e8ed38f418266.jpeg,474.21,USD
3JY86QRRO1QT,Tablet Computers,"Restored Apple iPad 5 MP2F2LL/A 32GB Wifi 9.7"", Space Gray (Refurbished)",Apple,4.3,,"<p><strong>Apple iPad 5 Generation with Wi-Fi 32GB MP2F2LL/A in Space Gray</strong></p><p>Apple updated their classic space gray 9.7"" iPad with an Apple A9 chip, which also has a M9 motion coprocessor. This 64-bit chip delivers performance that makes apps feel fast and fluid. Explore rich learning apps, play graphically intensive games, or even use two apps at once with iOS 10's multitasking features.<br>The iPad features a 9.7"" Retina Display that has a 2048 x 1536 resolution, resulting in 264 ppi — over 3.1 million pixels. The display also has multi-touch support.<br>At just one pound and 7.5mm thin, the iPad features an aluminum unibody construction that delivers a solid feel. There is also a front 1.2MP FaceTime HD camera and a rear 8MP camera that can record 1080p video.<br>With support for 802.11ac Wi-Fi, the iPad can reach data transfer speeds of up to 866 Mbps.</p><p><strong>Features:</strong><br> • 9.7"" Multi-Touch Retina Display<br>•2048 x 1536 Screen Resolution (264 ppi)<br>•Apple A9 64-bit SoC with M9 Coprocessor<br>•802.11ac Wi-Fi | Bluetooth 4.2</p><p><br><strong> What's in the box?</strong><br> ??Apple iPad 5 Gen 32GB MP2F2LL/A<br> ??AC power adapter</p>",https://i5.walmartimages.com/seo/Restored-Apple-iPad-5-MP2F2LL-A-32GB-Wifi-9-7-Space-Gray-Refurbished_e7e11a6e-7440-46d8-934b-adf94a2dbfbf.6654e71ada6398cab88760cf055d1a7b.jpeg,114.92,USD
1QTWQSETIEKD,Tablet Computers,Restored Apple iPad Air 32GB Wi-Fi (Refurbished),Apple,3.9,,"We aim to show you accurate product information. Manufacturers, suppliers and others provide what you see here, and we have not verified it.See our disclaimer",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Air-32GB-Wi-Fi-Refurbished_e647d124-e09e-482f-ba10-f98ee8722a30.d0eb4421897d0ae71fe74ff243e29cc0.jpeg,91.99,USD
4EDZOERELW7S,Tablet Computers,"Restored Apple iPad 7th Gen 10.2"" Tablet 32GB WiFi + 4G LTE GSM Unlocked,&nbsp;Space Gray (Refurbished)",Apple,3.4,,"The 10.2"" iPad 7th Gen (WiFi + Cellular) - MW6W2LL/A was released in 2019 and features a 10.2"" display, a Space Gray housing, and 32GB of storage. The device was released on March 18th, 2019 with an MSRP of $679. Overall dimensions are 9.8 x 6.8 x 0.29 inches with a weight of approximately 1.09 lbs.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-7th-Gen-10-2-Tablet-32GB-WiFi-4G-LTE-GSM-Unlocked-nbsp-Space-Gray-Refurbished_0741c711-5e4f-4ea5-8c50-6edb00dd49a7.502fc4ba356b8e9dfb3ae3154a7008ff.jpeg,160,USD
2250RPOYZVI1,Tablet Computers,"Restored Apple iPad 6 9.7"" 32GB Space Gray (Wifi) with LED Wireless Speaker, Bluetooth Headphones, & Screen Protector (Refurbished)",Apple,3.1,,"This Apple iPad 6 has been professionally restored to working order by an approved vendor. Manufacturer Refurbished Grade B Fully Functional in Excellent Working Condition. 8/10 Cosmetic Rating. Fully Unlocked compatible with all carriers. Internally, the iPad 6 is powered by a 64-bit 2.34 GHz ""Apple A10 Fusion"" processor with four cores. It has 2 GB of RAM, 32GB of flash storage. Bundle includes Wireless Speaker, Bluetooth Headphones, &amp; Screen Protector.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-6-9-7-32GB-Space-Gray-Wifi-with-LED-Wireless-Speaker-Bluetooth-Headphones-Screen-Protector-Refurbished_1399943f-b72d-431b-be40-2d52350aaabb.c9afc54a9460f3c1412eec5fb8d827f4.jpeg,159.99,USD
2YSESHQ68C07,Tablet Computers,"Apple MacBook Air with Apple M2 Chip (13.6-inch, 8GB RAM, 256GB SSD Storage) - Midnight (Latest Model)(New-Open-Box)",Apple,4.5,,"Redesigned around the next?generation M2 chip, MacBook Air is strikingly thin and brings exceptional speed and power efficiency within its durable all-aluminum enclosure. It’s the ultraportable, ultracapable laptop that lets you work, play, or create just about anything — anywhere. New chip. Next chapter.M2 begins the next chapter for Apple silicon, which has transformed the Mac lineup with its blazing performance and power efficiency. The breakthrough system on a chip (SoC) architecture combines the CPU, GPU, memory, and more on a single chip so everything runs much faster — while requiring much less power.M2 is built using an enhanced second-generation 5?nanometer technology. It features over 20 billion transistors — 25 percent more than M1. And its 16-core Neural Engine is capable of executing up to 15.8 trillion operations per second to accelerate machine learning tasks. Up to 24GB of high-performance unified memory gives the CPU and GPU shared access to a larger memory pool. And the 100GB/s memory bandwidth — 50 percent more than M1 — makes multitasking and running multiple apps superfluid.To be clear, it’s gorgeous.The breathtaking 13.6-inch Liquid Retina display is the biggest — and brightest — ever on MacBook Air, with support for 1 billion colors. Text is supercrisp, and photos and movies more brilliant and vivid, with rich contrast and sharp detail.Look sharp. Sound great.Make your best impression on video calls with the 1080p FaceTime HD camera and three?mic array. Surround yourself with an expansive soundstage, compliments of the four?speaker sound system with Spatial Audio. MacBook Air was designed to thrill the senses.Let your fingers fly.Comfortable and quiet, Magic Keyboard now has a full?height function key row for quick access to favorite controls and shortcuts. Touch ID makes it easy to unlock your Mac, enter passwords, and make secure purchases or payments — all at the touch of a finger. And with the larger Force Touch trackpad, there’s even more space to work with precision.Keep plugging away.The quick-release MagSafe power connector easily attaches — and detaches — with magnets, preventing any unintended flights. Two Thunderbolt ports let you connect and power high-speed accessories. You can also connect up to a 6K display. And the headphone jack supports high?impedance headphones.Create to your heart’s content.Thanks to the high-performance media engine on the M2 chip, you can play and edit even more streams of 4K and 8K ProRes video3 — including 4K ProRes video shot on iPhone 13 Pro.Less to carry.Redesigned around the next-generation M2 chip, MacBook Air is strikingly thin and brings exceptional speed and power efficiency within its durable all-aluminum enclosure. It’s the ultrafast, ultracapable laptop that lets you work, play, or create just about anything — anywhere.Keep it secret. Keep it safe.Apple silicon and macOS bring advanced built-in security to help defend against malware and viruses. And Mac is designed to give you the freedom to choose what you share and how you share it.Three-mic array.Come through loud and clear on calls wherever you are, thanks to the three-mic array with advanced beamforming algorithms to capture clean audio.Four-speaker sound system with Spatial Audio.Immerse yourself in movies and music with improved stereo separation and vocal clarity from two tweeters and two ultrathin woofers. Spatial Audio with support for Dolby Atmos places sound all around you.There’s power in silence.Thanks to the efficiency of the M2 chip, MacBook Air can deliver amazing performance without a fan — so it stays completely silent no matter how intense the task.Built to last. Puts the earth first.As responsible as it is durable, MacBook Air features 100 percent recycled aluminum in its compact enclosure.",https://i5.walmartimages.com/seo/Apple-MacBook-Air-with-Apple-M2-Chip-13-6-inch-8GB-RAM-256GB-SSD-Storage-Midnight-Latest-Model-New-Open-Box_43372d21-ed22-43e3-95e6-cb7a5d1e1031.7f6cdfc14f5ef1b200d0c8bc4f605c0e.png,999,USD
3ZQ432G28JN7,Tablet Computers,Restored Apple 10.2-inch iPad (7th Gen) Wi-Fi Only 32GB - Space Gray (Refurbished),Apple,3.3,,"The most popular iPad features a larger 10.2-inch Retina display, support for Apple Pencil and the Smart Keyboard,and the amazingly capable, iPadOS.",https://i5.walmartimages.com/seo/Restored-Apple-10-2-inch-iPad-7th-Gen-Wi-Fi-Only-32GB-Space-Gray-Refurbished_6e03fc46-3b22-4819-b941-befb090ab9f0.eb2ab19e2b81f606ef0a6a9afc07e7c5.jpeg,157,USD
0VYLGNRPMHE1,Tablet Computers,"Open Box | Apple iPad Pro | 12.9-inch | 128GB | Wi-Fi +4G Unlocked | Bundle: Pre-Installed Tempered Glass, Case, Charger, Bluetooth/Wireless Airbuds By Certified 2 Day Express",Apple,3.5,,"<p>This Apple iPad Pro is powered by Apple A9X chipset, Dual-Core processor at a speed of 2.26 GHz, and PowerVR Series 7 (12-Core graphics). Storage capacity of 128GB with 4GB of RAM for memory. The main camera is 8.0 megapixels. This device is also Wi-Fi +4G Unlocked. Bundle includes Case, Pre-Installed Tempered Glass, Rapid Charger, and Bluetooth/Wireless Airbuds By Certified 2Day Express! The item has been examined/fully tested to be fully functioning, 100% Working Condition. Product may contain signs of usage which do not affect the usability of the item.</p>",https://i5.walmartimages.com/seo/Open-Box-Apple-iPad-Pro-12-9-inch-128GB-Wi-Fi-4G-Unlocked-Bundle-Pre-Installed-Tempered-Glass-Case-Charger-Bluetooth-Wireless-Airbuds-By-Certified-2_7c56790b-f7f7-4973-9752-5d510749b3bd.950efb55dcb888b00b5f7325744138b6.jpeg,469,USD
2SVFO6UDZP2V,Tablet Computers,"Restored 2021 Apple iPad 9th Gen (10.2 inch, WiFi + Cellular, 64GB) Space Gray (Refurbished)",Apple,4,,"This Apple iPad 9th Gen has been professionally restored to working order by an approved vendor. It is in Perfect Working Condition with 9/10 Cosmetic Rating. WiFi + Cellular tablet. Expect Scratches, Dents and Wear. All iPad 9th Gen feature a 10.2"" 2160x1620 (264 ppi) LED-backlit IPS touch-sensitive ""Retina"" display with True Tone capability. Each has a ""Touch ID"" fingerprint sensor, and has a ""Smart Connector"" for use with an Apple Smart Keyboard, as well. Each iPad (9th Gen) model is powered by a six-core 2.6 GHz Apple A13 Bionic processor, has 3 GB of RAM, and has 64 GB of flash memory storage.",https://i5.walmartimages.com/seo/Restored-2021-Apple-iPad-9th-Gen-10-2-inch-WiFi-Cellular-64GB-Space-Gray-Refurbished_773d968b-addb-4a0d-a131-e129843f5af2.4f7d0237c0d8850d998ecc87bdb74311.jpeg,292.42,USD
6WCBWKHH70KM,Tablet Computers,"Restored Apple iPad Mini 4 7.9-inch Retina 128GB Latest OS Wi-Fi Only Bundle: Case, Pre-Installed Tempered Glass, Rapid Charger, Bluetooth/Wireless Airbuds By Certified 2 Day Express (Refurbished)",Apple,4.6,,"Expand your digital horizon with the Apple iPad Air 2. At just 6.1mm, it is a thin and capable device. It has a re-engineered 9.7"" Retina display, which offers high definition while watching videos or looking at photos. The revolutionary Touch ID fingerprint sensor helps you access your personal information quickly and easily. This space gray iPad Air also features a powerful A8X chip with 64-bit architecture for improved performance and gaming speed. Use the new iSight camera when taking detailed photos and videos. An improved FaceTime HD camera will improve the quality of your video chats like never before. Its fast wireless connection enables you to stream content and enjoy clear video calls. This 128GB Apple iPad Wi-Fi comes with the all-new iOS 8 operating system along with a new feature set. Enjoy over 10 hours of battery life, and a vast suite of productivity apps available with this device.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Mini-4-7-9-inch-Retina-128GB-Latest-OS-Wi-Fi-Only-Bundle-Case-Pre-Installed-Tempered-Glass-Rapid-Charger-Bluetooth-Wireless-Airbu_2e671c5b-04f6-4d77-af9a-e6c2817c4121.d4f7f3309ebc8479e5dcd21ab8c3e009.jpeg,199,USD
3Z10E5F1W4DH,Tablet Computers,"Restored Latest Apple OS Apple iPad 5 32GB Space Gray Wi-Fi Only Bundle: Pre-Installed Tempered Glass, Case, Charger, Bluetooth/Wireless Airbuds By Certified 2 Day Express (Refurbished)",Apple,3.3,,"Apple's 5th generation iPad was released Mid 2017 with a variety of colors and storage capacities. The 9.7-inch iPad with Retina Display delivers the revolutionary iPad experience at a affordable price. It includes 2048-by-1536-pixel resolution at 264 ppi allowing for an immersive viewing experience. This iPad is great for surfing the web and more with its great battery life while using Wi-Fi. This is a certified refurbished product which has been tested to be in great working condition. Product may show signs of use and cosmetic blemishes which include minor scratches, all of which do not affect the usability of the item.",https://i5.walmartimages.com/seo/Restored-Latest-Apple-OS-iPad-5-32GB-Space-Gray-Wi-Fi-Only-Bundle-Pre-Installed-Tempered-Glass-Case-Charger-Bluetooth-Wireless-Airbuds-By-Certified-2_6ef422f7-b194-4061-a2e0-ac9b99206077.689b2d8a9bd8f00abf859256cf9a302e.jpeg,149,USD
1IZ7NQQU684M,Tablet Computers,"Open Box Apple 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray (2021) (MK2K3LL/A)",Apple,4,,"The Apple 10.2"" iPad features a Retina display with a 2160 x 1620 resolution for crisp details and vivid colors, making it an ideal companion for watching movies, creating content, and much more. The Retina Display also has True Tone technology, which adjusts the display to the color temperature of the room so it's more comfortable for viewing in any light. Apple upgraded the front camera to a 12MP Ultra-Wide camera. In addition to a huge boost in image quality and a wider 122? field of view, the iPad also features Center Stage. Center Stage automatically pans the camera to keep them in view. This is especially useful when other people join in because the camera detects them and smoothly zooms out to include them. Center Stage shines during video calls and it makes them feel more natural. It works in FaceTime, but also in other third-party video-calling apps. The A13 Bionic chip is more powerful than its predecessor, the A12 Bionic chip, and supports Neural Engine machine learning. Moreover, its Smart Connector offers Smart Keyboard support for comfortable typing, while its display is compatible with the 1st gen Apple Pencil, so users can write and draw. It's equipped with Wi-Fi 5 (802.11ac), Bluetooth 4.2, a Lightning connector, and a 3.5mm audio jack. This iPad is rated for up to 10 hours of use to keep you going throughout the day.",https://i5.walmartimages.com/seo/Open-Box-Apple-10-2-inch-iPad-Wi-Fi-64GB-Space-Gray-2021-MK2K3LL-A_1fcd0df4-28c2-4d31-8b66-257d73b0a32d.944cfc4eacba24fc92106562cfb420c0.jpeg,278,USD
2UJ13GLP5KWK,Tablet Computers,"Refurbished Apple iPad 5th Gen 32GB Wifi + Cellular Unlocked, 9.7in - Space Gray",Apple,4.5,,This iPad has been certified by our industry-leading mobile diagnostic software to be 100% fully functional. It is in VERY GOOD condition showing only minor signs of use. Premium aftermarket wall charger and USB cable are included. Original packaging is NOT included.,https://i5.walmartimages.com/seo/Refurbished-Apple-iPad-5th-Gen-32GB-Wifi-Cellular-Unlocked-9-7in-Space-Gray_c78c8c7d-f196-42ac-b3cd-9dca83fcb87c_1.cb2d7ea3bd8826c8860fab5dfa82569f.jpeg,115,USD
44SWYIDDRRK2,Tablet Computers,Restored Apple iPad Air 2 128GB WiFi Only Gold (Refurbished),Apple,4.7,,"At just 6.1mm, the Apple iPad Air 2 is robust and capable of supporting many needs. It has a re-engineered 9.7"" Retina display that makes watching video and navigating apps a breeze. This Apple iPad Air Tablet also features an innovative and revolutionary Touch ID fingerprint sensor. Inside, a powerful A8X chip with 64-bit architecture offers you plenty of power. A new iSight camera and an improved FaceTime HD camera make it quick and easy to chat with friends and hold meetings. Available with an elegant gold finish, the iPad Air 2 also comes with iOS 8, iCloud, and up to 10 hours of battery life. Several productivity and creativity apps help to ensure that you can jump into your most creative ideas as soon as you dream them up. Easy access to the App Store comes built right in, so you can find the software you need for gaming, entertainment, productivity and social connections right away.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Air-2-128GB-WiFi-Only-Gold-Refurbished_a0e127c8-c3f7-47f4-89a8-cd5329ffffb0.8e56b58b770512035edc4ecddc4da26d.jpeg,202.99,USD
45RFK921IKHJ,Tablet Computers,"Restored Apple 9.7-inch iPad 6th Gen 32GB 128GB Bundle: Pre-Installed Tempered Glass, Case, Rapid Charger, Bluetooth/Wireless Airbuds By Certified 2 Day Express (Refurbished)",Apple,3.6,,"This Apple 6th Generation iPad comes in Space Gray, Silver, and Gold. It has a 9.7-inch display with 1536 x 2048 pixel resolution (~264 pixels per inch). Powered by Apple A9 chipset, Dual-Core processor at a speed of 1.84GHz, and PowerVR GT7600 (Six-Core graphics). Storage capacity of 32GB and 128GB with 2GB of RAM for memory. The main camera is 8.0 megapixels. This device is also Wi-Fi Only or Wi-Fi +4G Unlocked. This device has been tested to be in great working condition. It will show signs of use and cosmetic blemishes which may included some scratched/dings, all of which do not affect the usability of this device.",https://i5.walmartimages.com/seo/Restored-Apple-9-7-inch-iPad-6th-Gen-32GB-128GB-Bundle-Pre-Installed-Tempered-Glass-Case-Rapid-Charger-Bluetooth-Wireless-Airbuds-By-Certified-2-Day_92f86e86-a923-478a-8a7f-e2421a50d6e7.7ff06bca5c8dcd3cc06fd4b6b50f5abf.jpeg,199,USD
6L885CFA7HIC,Tablet Computers,"Restored Apple iPad Pro 10.5-inch 64GB Wi-Fi Only Newest OS Bundle: Case, Pre-Installed Tempered Glass, Rapid Charger, Bluetooth/Wireless Airbuds By Certified 2 Day Express (Refurbished)",Apple,5,,"This Apple iPad Pro has an 10.5-inch display with 1668 x 2224 pixel resolution (~264 pixels per inch). Powered by Apple A10X Fusion chipset. Storage capacity of 64GB with 4GB of RAM for memory. The main camera is 12.0 megapixels. This device is also Wi-Fi Only. Bundle includes Case, Pre-Installed Tempered Glass, Rapid Charger, and Bluetooth/Wireless Airbuds By Certified 2 Day Express! This device has been tested to be in great working condition. It will show signs of use and cosmetic blemishes which may included some scratched/dings, all of which do not affect the usability of this device.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-Pro-10-5-inch-64GB-Wi-Fi-Only-Newest-OS-Bundle-Case-Pre-Installed-Tempered-Glass-Rapid-Charger-Bluetooth-Wireless-Airbuds-By-Cert_d92f8e88-e9b1-42b8-bbc8-28fe11726f82.3c491f8d5d62602e5750c9a27761bdf2.jpeg,249,USD
12GEJ9YR8RBX,Tablet Computers,Restored Apple iPad 7th Gen 32GB Gold Wi-Fi (2019) (Refurbished),Apple,4.2,,"*This item is Used. The&nbsp;Apple 10.2"" iPad&nbsp;features an updated Retina display with a 2160 x 1620 resolution for crisp details and vivid colors, making it an ideal companion for watching movies, creating content, and much more. Powered by the A10 Fusion chip, it will enable users to edit 4K video, play graphics-intensive games, and experience AR apps. Moreover, its Smart Connector offers Smart Keyboard support for comfortable typing, while its display is compatible with the 1st gen Apple Pencil, so users can write and draw. With front and back cameras, the iPad can take photos, capture video, scan documents, make FaceTime calls, and provide AR capabilities. Connectivity-wise, it's equipped with Wi-Fi 5 (802.11ac), Bluetooth 4.2, a Lightning connector, and a 3.5mm audio jack. Its li-polymer battery is rated for up to 10 hours of use to keep you going throughout the day.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-7th-Gen-32GB-Gold-Wi-Fi-2019-Refurbished_7545082f-37b6-4359-b2ee-d94e52a27efd.ff3377d294b3ab231d34973f3ca491cc.jpeg,199,USD
6BPCH107PO14,Tablet Computers,Restored Apple iPad 5 9.7-inch Wi-Fi Only 32GB (Refurbished),Apple,4.5,,"The new 9.7-inch iPad delivers the revolutionary iPad experience at an even more affordable price. The vivid Retina display offers an immersive viewing experience. The A9 chip provides amazing performance, yet it still delivers up to 10 hours of battery life. And the durable aluminum unibody enclosure is just 7.5 mm thin and weighs just a pound. With advanced cameras, ultrafast wireless connectivity, Touch ID, Apple Pay, iOS 10, and more than 1.3 million apps on the App Store, you can work, play, surf, and shop everywhere. Appleâ€™s most popular-sized iPad is a great choice for firsttime iPad owners and upgraders who want to enjoy the benefits of a powerful, new iPad.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-5-9-7-inch-Wi-Fi-Only-32GB-Refurbished_53ef4457-a649-4226-8f85-c09c69e81554_4.4330af4201060415a139da45fd8049ad.jpeg,123.99,USD
2V3TIZLHKX2T,Tablet Computers,Restored Apple iPad 10th Gen 64GB Blue WiFi MPQ13LL/A (Refurbished),Apple,4.9,,"This item is REFURBISHEDColorfully reimagined and more versatile than ever. With an all-screen design,10.9-inch Liquid Retina display, and four gorgeous colors. iPad delivers a powerful way to create, stay connected, and get things done.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-10th-Gen-64GB-Blue-WiFi-MPQ13LL-A-Refurbished_c739c146-04d1-44e0-a346-fd1bc0406467.b2e8f49fa1407eea00720590c834b0da.jpeg,397,USD
4CQHXSDKROTJ,Tablet Computers,Restored Apple iPad 2017 Wi-Fi 32GB - Space Gray (Refurbished),Apple,4,,"The iPad features a 9.7"" Retina Display that has a 2048 x 1536 resolution, which results in 264 ppi. That's over 3.1 million pixels. The display also has multi-touch support. iOS 10 is the installed operating system.At just one pound and 7.5mm thin, the iPad features an aluminum unibody construction that delivers a solid feel. There is also a front 1.2MP FaceTime HD camera and a rear 8MP iSight camera that can record in 1080p video.With support for 802.11ac Wi-Fi, the iPad can reach data transfer speeds of up to 866 Mbps.",https://i5.walmartimages.com/seo/Restored-Apple-iPad-2017-Wi-Fi-32GB-Space-Gray-Refurbished_fa33dd3b-d451-40b0-9155-d2832b963a68.ffb452705f9f1b6a6a13c1acea8cc89e.jpeg,112.96,USD
54FJZSNQJPVK,Tablet Computers,Restored Apple iPad Pro 12.9” (3rd Generation) 256GB Cellular Tablet - Space Gray (Refurbished),Apple,3.9,,Refurbished Apple iPad Pro (3rd Generation),https://i5.walmartimages.com/seo/Restored-Apple-iPad-Pro-12-9-3rd-Generation-256GB-Cellular-Tablet-Space-Gray-Refurbished_2a940cf1-21f9-498d-abd7-5372db4cefdf_1.6295a48ff6fa2b01f7df5d72c5fd9f46.jpeg,549.95,USD
3S3A3WW877W6,Tablet Computers,"Apple iPad 9.7"" (5th Gen) 128GB Wi-Fi Tablet (MP2H2LL/A) - Space Gray (Used)",Apple,4.3,,"The simply named ""9.7-inch iPad"" -- which Apple sometimes refers to as the ""iPad (5th Generation)"" and that were introduced in ""Early 2017"" -- All iPad (5th Gen) devices -- including this Wi-Fi only model -- feature a 9.7"" 2048x1536 (264 ppi) LED-backlit IPS touch-sensitive ""Retina"" display that is not fully laminated and that does not have an antireflective coating but does have a ""Touch ID"" fingerprint sensor. Each is powered by a two core 1.8 GHz Apple A9 processor. Other notable features include dual cameras -- a rear-mounted 8 megapixel ""iSight"" camera capable of shooting stills and 1080p 30 fps video and a front-mounted 1.2 megapixel ""FaceTime HD"" camera capable of shooting stills and 720p video -- dual channel 802.11ac Wi-Fi with MIMO support (backwards compatible with 802.11a/b/g/n), and Bluetooth 4.2 in addition to stereo speakers. Connectivity to computers, if desired, and power is provided by the Lightning port. The battery life of this iPad (5th Gen) model is reportedly 10 hours ""surfing the web on Wi-Fi, watching video, or listening to music.""",https://i5.walmartimages.com/seo/Apple-iPad-9-7-5th-Gen-128GB-Wi-Fi-Tablet-MP2H2LL-A-Space-Gray-Used_a22d0f55-632a-4171-89cb-b3a410761e84.92718d0b0c1fa414f5323728ec6e4d53.jpeg,142,USD
78LNI58S9HI8,Tablet Computers,"Restored Apple iPad 8 (8th Generation) 32GB WiFi 10.2"" Space Gray (2020) (Refurbished)",Apple,4.5,,This iPad has been certified by our industry-leading mobile diagnostic software to be 100% fully functional. It is in good condition showing normal signs of use on the screen along with scratching and/or dings on the sides and back casing. Premium aftermarket wall charger and USB cable are included. Original packaging is NOT included.,https://i5.walmartimages.com/seo/Restored-Apple-iPad-8-8th-Generation-32GB-WiFi-10-2-Space-Gray-2020-Refurbished_a3f8ade4-0532-40c1-a9e5-d3b57577c4df.582fdb7262aa4dafc84844de5fe6fe60.png,190,USD
